Category,Question,1,2,3,4,Answer,Explanation,Trial,Subcategory,Image,ID
Physics,"On the MCAT, it is important to be able to read graphs, especially those in physics. What are the quantities you should know?",Value at a point,Slope,The area under a curve,All of the above,4,"There are 3 quantities in a graph that you want to be familiar with when reading thigns for the MCAT. The first is a value at any point, which is just shown by looking at the graph and determining what the value is (pretty straightforward). The next is the slope of the line, which is ultimately the quotient of two different variables (seen in acceleration graphs a lot). The last is the area under a curve, which is the product of two different variables. The first thing you would want to do is add your known shapes together (split the area under a curve into squares, triangles, etc.) and then solve from there.",No,Kinematics and Newtonian Forces,P288,A2298
Physics,An object that is at rest tends to stay at rest. Which of the following describes this?,Newton's First Law,Newton's Second Law,Newton's Third Law,None of the above,1,"Newton has three different laws to help describe the Newtonian forces. The First Law, also known as the inertia law, states that velocity tends to remain constant. This means that an object in motion tends to stay in motion (typically in a straight line) and an object that is at rest tends to stay at rest. Velocity can only change when there is an applied net force on the object. The other important thing to note is that mass is a measure of the object's resistance to acceleration, otherwise known as inertia. Newton's Second Law is essentially the force is equivalent to a mass multipled by an acceleration. An applied net force can cause movement in an object and generally force and acceleration point in the same direction. If the force is equivalent to zero, then the acceleration is equivalent to zero and vice versa (which also means the velocity is constant or zero). The Third Law is that an action has an equal and opposite reaction (IMPORTANT: this does NOT mean there is an equal effect). ",No,Kinematics and Newtonian Forces,,A2299
Physics,The force of an object can be equated to its mass multiplied by its acceleration. Which of the following describes this?,Newton's First Law,Newton's Second Law,Newton's Third Law,None of the above,2,"Newton has three different laws to help describe the Newtonian forces. The First Law, also known as the inertia law, states that velocity tends to remain constant. This means that an object in motion tends to stay in motion (typically in a straight line) and an object that is at rest tends to stay at rest. Velocity can only change when there is an applied net force on the object. The other important thing to note is that mass is a measure of the object's resistance to acceleration, otherwise known as inertia. Newton's Second Law is essentially the force is equivalent to a mass multipled by an acceleration. An applied net force can cause movement in an object and generally force and acceleration point in the same direction. If the force is equivalent to zero, then the acceleration is equivalent to zero and vice versa (which also means the velocity is constant or zero). The Third Law is that an action has an equal and opposite reaction (IMPORTANT: this does NOT mean there is an equal effect). ",No,Kinematics and Newtonian Forces,,A2300
Physics,Every action has an equal and opposite reaction. Which of the following describes this?,Newton's First Law,Newton's Second Law,Newton's Third Law,None of the above,3,"Newton has three different laws to help describe the Newtonian forces. The First Law, also known as the inertia law, states that velocity tends to remain constant. This means that an object in motion tends to stay in motion (typically in a straight line) and an object that is at rest tends to stay at rest. Velocity can only change when there is an applied net force on the object. The other important thing to note is that mass is a measure of the object's resistance to acceleration, otherwise known as inertia. Newton's Second Law is essentially the force is equivalent to a mass multipled by an acceleration. An applied net force can cause movement in an object and generally force and acceleration point in the same direction. If the force is equivalent to zero, then the acceleration is equivalent to zero and vice versa (which also means the velocity is constant or zero). The Third Law is that an action has an equal and opposite reaction (IMPORTANT: this does NOT mean there is an equal effect). ",No,Kinematics and Newtonian Forces,,A2301
Physics,An object in motion tends to remain constant. Which of the following describes this?,Newton's First Law,Newton's Second Law,Newton's Third Law,None of the above,1,"Newton has three different laws to help describe the Newtonian forces. The First Law, also known as the inertia law, states that velocity tends to remain constant. This means that an object in motion tends to stay in motion (typically in a straight line) and an object that is at rest tends to stay at rest. Velocity can only change when there is an applied net force on the object. The other important thing to note is that mass is a measure of the object's resistance to acceleration, otherwise known as inertia. Newton's Second Law is essentially the force is equivalent to a mass multipled by an acceleration. An applied net force can cause movement in an object and generally force and acceleration point in the same direction. If the force is equivalent to zero, then the acceleration is equivalent to zero and vice versa (which also means the velocity is constant or zero). The Third Law is that an action has an equal and opposite reaction (IMPORTANT: this does NOT mean there is an equal effect). ",No,Kinematics and Newtonian Forces,,A2302
Physics,Velocity will only change when there is an applied net force. Which of the following describes this?,Newton's First Law,Newton's Second Law,Newton's Third Law,None of the above,1,"Newton has three different laws to help describe the Newtonian forces. The First Law, also known as the inertia law, states that velocity tends to remain constant. This means that an object in motion tends to stay in motion (typically in a straight line) and an object that is at rest tends to stay at rest. Velocity can only change when there is an applied net force on the object. The other important thing to note is that mass is a measure of the object's resistance to acceleration, otherwise known as inertia. Newton's Second Law is essentially the force is equivalent to a mass multipled by an acceleration. An applied net force can cause movement in an object and generally force and acceleration point in the same direction. If the force is equivalent to zero, then the acceleration is equivalent to zero and vice versa (which also means the velocity is constant or zero). The Third Law is that an action has an equal and opposite reaction (IMPORTANT: this does NOT mean there is an equal effect). ",No,Kinematics and Newtonian Forces,,A2303
Physics,The measure of an object's resistance to acceleration is known as:,Matter,Velocity,Force,Mass,4,"Newton has three different laws to help describe the Newtonian forces. The First Law, also known as the inertia law, states that velocity tends to remain constant. This means that an object in motion tends to stay in motion (typically in a straight line) and an object that is at rest tends to stay at rest. Velocity can only change when there is an applied net force on the object. The other important thing to note is that mass is a measure of the object's resistance to acceleration, otherwise known as inertia. Newton's Second Law is essentially the force is equivalent to a mass multipled by an acceleration. An applied net force can cause movement in an object and generally force and acceleration point in the same direction. If the force is equivalent to zero, then the acceleration is equivalent to zero and vice versa (which also means the velocity is constant or zero). The Third Law is that an action has an equal and opposite reaction (IMPORTANT: this does NOT mean there is an equal effect). ",No,Kinematics and Newtonian Forces,,A2304
Physics,The force and acceleration point in the same direction. Which of the following describes this?,Newton's First Law,Newton's Second Law,Newton's Third Law,None of the above,2,"Newton has three different laws to help describe the Newtonian forces. The First Law, also known as the inertia law, states that velocity tends to remain constant. This means that an object in motion tends to stay in motion (typically in a straight line) and an object that is at rest tends to stay at rest. Velocity can only change when there is an applied net force on the object. The other important thing to note is that mass is a measure of the object's resistance to acceleration, otherwise known as inertia. Newton's Second Law is essentially the force is equivalent to a mass multipled by an acceleration. An applied net force can cause movement in an object and generally force and acceleration point in the same direction. If the force is equivalent to zero, then the acceleration is equivalent to zero and vice versa (which also means the velocity is constant or zero). The Third Law is that an action has an equal and opposite reaction (IMPORTANT: this does NOT mean there is an equal effect). ",No,Kinematics and Newtonian Forces,,A2305
Physics,"When the force is zero, the acceleration is:",0,Positive,Negative,None of the above,1,"Newton has three different laws to help describe the Newtonian forces. The First Law, also known as the inertia law, states that velocity tends to remain constant. This means that an object in motion tends to stay in motion (typically in a straight line) and an object that is at rest tends to stay at rest. Velocity can only change when there is an applied net force on the object. The other important thing to note is that mass is a measure of the object's resistance to acceleration, otherwise known as inertia. Newton's Second Law is essentially the force is equivalent to a mass multipled by an acceleration. An applied net force can cause movement in an object and generally force and acceleration point in the same direction. If the force is equivalent to zero, then the acceleration is equivalent to zero and vice versa (which also means the velocity is constant or zero). Be careful! The MCAT will often try and trick people by saying all or none statements such as ""the velocity is constant"" or ""the velocity is zero"". Zero acceleration/force means it can be either one: constant velocity or zero velocity. The Third Law is that an action has an equal and opposite reaction (IMPORTANT: this does NOT mean there is an equal effect). ",No,Kinematics and Newtonian Forces,,A2306
Physics,"When the acceleration is zero, the force is:",0,Positive,Negative,None of the above,1,"Newton has three different laws to help describe the Newtonian forces. The First Law, also known as the inertia law, states that velocity tends to remain constant. This means that an object in motion tends to stay in motion (typically in a straight line) and an object that is at rest tends to stay at rest. Velocity can only change when there is an applied net force on the object. The other important thing to note is that mass is a measure of the object's resistance to acceleration, otherwise known as inertia. Newton's Second Law is essentially the force is equivalent to a mass multipled by an acceleration. An applied net force can cause movement in an object and generally force and acceleration point in the same direction. If the force is equivalent to zero, then the acceleration is equivalent to zero and vice versa (which also means the velocity is constant or zero). Be careful! The MCAT will often try and trick people by saying all or none statements such as ""the velocity is constant"" or ""the velocity is zero"". Zero acceleration/force means it can be either one: constant velocity or zero velocity. The Third Law is that an action has an equal and opposite reaction (IMPORTANT: this does NOT mean there is an equal effect). ",No,Kinematics and Newtonian Forces,,A2307
Physics,"When the force of an object is zero, then the velocity is always what?",0,Positive,Negative,None of the above,4,"Newton has three different laws to help describe the Newtonian forces. The First Law, also known as the inertia law, states that velocity tends to remain constant. This means that an object in motion tends to stay in motion (typically in a straight line) and an object that is at rest tends to stay at rest. Velocity can only change when there is an applied net force on the object. The other important thing to note is that mass is a measure of the object's resistance to acceleration, otherwise known as inertia. Newton's Second Law is essentially the force is equivalent to a mass multipled by an acceleration. An applied net force can cause movement in an object and generally force and acceleration point in the same direction. If the force is equivalent to zero, then the acceleration is equivalent to zero and vice versa (which also means the velocity is constant or zero). Be careful! The MCAT will often try and trick people by saying all or none statements such as ""the velocity is constant"" or ""the velocity is zero"". Zero acceleration/force means it can be either one: constant velocity or zero velocity. The Third Law is that an action has an equal and opposite reaction (IMPORTANT: this does NOT mean there is an equal effect). ",No,Kinematics and Newtonian Forces,,A2308
Physics,"When the force of an object is zero, then the velocity is what?",Zero,Constant,Positive,Both A and B,4,"Newton has three different laws to help describe the Newtonian forces. The First Law, also known as the inertia law, states that velocity tends to remain constant. This means that an object in motion tends to stay in motion (typically in a straight line) and an object that is at rest tends to stay at rest. Velocity can only change when there is an applied net force on the object. The other important thing to note is that mass is a measure of the object's resistance to acceleration, otherwise known as inertia. Newton's Second Law is essentially the force is equivalent to a mass multipled by an acceleration. An applied net force can cause movement in an object and generally force and acceleration point in the same direction. If the force is equivalent to zero, then the acceleration is equivalent to zero and vice versa (which also means the velocity is constant or zero). Be careful! The MCAT will often try and trick people by saying all or none statements such as ""the velocity is constant"" or ""the velocity is zero"". Zero acceleration/force means it can be either one: constant velocity or zero velocity. The Third Law is that an action has an equal and opposite reaction (IMPORTANT: this does NOT mean there is an equal effect). ",No,Kinematics and Newtonian Forces,,A2309
Physics,"When the acceleration of an object is zero, then the velocity is always what?",Zero,Positive,Negative,None of the above,4,"Newton has three different laws to help describe the Newtonian forces. The First Law, also known as the inertia law, states that velocity tends to remain constant. This means that an object in motion tends to stay in motion (typically in a straight line) and an object that is at rest tends to stay at rest. Velocity can only change when there is an applied net force on the object. The other important thing to note is that mass is a measure of the object's resistance to acceleration, otherwise known as inertia. Newton's Second Law is essentially the force is equivalent to a mass multipled by an acceleration. An applied net force can cause movement in an object and generally force and acceleration point in the same direction. If the force is equivalent to zero, then the acceleration is equivalent to zero and vice versa (which also means the velocity is constant or zero). Be careful! The MCAT will often try and trick people by saying all or none statements such as ""the velocity is constant"" or ""the velocity is zero"". Zero acceleration/force means it can be either one: constant velocity or zero velocity. The Third Law is that an action has an equal and opposite reaction (IMPORTANT: this does NOT mean there is an equal effect). ",No,Kinematics and Newtonian Forces,,A2310
Physics,"When the acceleration of an object is zero, then the velocity is what?",Zero,Constant,Negative,Both A and B,4,"Newton has three different laws to help describe the Newtonian forces. The First Law, also known as the inertia law, states that velocity tends to remain constant. This means that an object in motion tends to stay in motion (typically in a straight line) and an object that is at rest tends to stay at rest. Velocity can only change when there is an applied net force on the object. The other important thing to note is that mass is a measure of the object's resistance to acceleration, otherwise known as inertia. Newton's Second Law is essentially the force is equivalent to a mass multipled by an acceleration. An applied net force can cause movement in an object and generally force and acceleration point in the same direction. If the force is equivalent to zero, then the acceleration is equivalent to zero and vice versa (which also means the velocity is constant or zero). Be careful! The MCAT will often try and trick people by saying all or none statements such as ""the velocity is constant"" or ""the velocity is zero"". Zero acceleration/force means it can be either one: constant velocity or zero velocity. The Third Law is that an action has an equal and opposite reaction (IMPORTANT: this does NOT mean there is an equal effect). ",No,Kinematics and Newtonian Forces,,A2311
Physics,"When the force of an object is zero, then the velocity is always what?",Positive,Constant,Negative,None of the above,2,"Newton has three different laws to help describe the Newtonian forces. The First Law, also known as the inertia law, states that velocity tends to remain constant. This means that an object in motion tends to stay in motion (typically in a straight line) and an object that is at rest tends to stay at rest. Velocity can only change when there is an applied net force on the object. The other important thing to note is that mass is a measure of the object's resistance to acceleration, otherwise known as inertia. Newton's Second Law is essentially the force is equivalent to a mass multipled by an acceleration. An applied net force can cause movement in an object and generally force and acceleration point in the same direction. If the force is equivalent to zero, then the acceleration is equivalent to zero and vice versa (which also means the velocity is constant or zero). Be careful! The MCAT will often try and trick people by saying all or none statements such as ""the velocity is constant"" or ""the velocity is zero"". Zero acceleration/force means it can be either one: constant velocity or zero velocity. The Third Law is that an action has an equal and opposite reaction (IMPORTANT: this does NOT mean there is an equal effect). ",No,Kinematics and Newtonian Forces,,A2312
Physics,"When the acceleration of an object is zero, then the velocity is always what?",Positive,Constant,Negative,None of the above,2,"Newton has three different laws to help describe the Newtonian forces. The First Law, also known as the inertia law, states that velocity tends to remain constant. This means that an object in motion tends to stay in motion (typically in a straight line) and an object that is at rest tends to stay at rest. Velocity can only change when there is an applied net force on the object. The other important thing to note is that mass is a measure of the object's resistance to acceleration, otherwise known as inertia. Newton's Second Law is essentially the force is equivalent to a mass multipled by an acceleration. An applied net force can cause movement in an object and generally force and acceleration point in the same direction. If the force is equivalent to zero, then the acceleration is equivalent to zero and vice versa (which also means the velocity is constant or zero). Be careful! The MCAT will often try and trick people by saying all or none statements such as ""the velocity is constant"" or ""the velocity is zero"". Zero acceleration/force means it can be either one: constant velocity or zero velocity. The Third Law is that an action has an equal and opposite reaction (IMPORTANT: this does NOT mean there is an equal effect). ",No,Kinematics and Newtonian Forces,,A2313
Behavioral Science,Which of the following is able to give humans the perception of depth?,Retinal disparity,Form,Motion,Constancy,1,"The perception of depth is known as a binocular cue. Depth is perceived by two things: retinal disparity and convergence. Retinal disparity is due to the eyes being about 2.5 inches apart, which allows us to have slightly different views on the objects in the world. Convergence is based on how much the eyes are turned, which also gives us an idea of depth. For example, if we are looking at an object that is far away, our muscles in our eyes are relaxed. If we are looking at things that are close to us, then our eyes contract. ",No,Sensation/Perception,,A2314
Behavioral Science,Which of the following is able to give humans the perception of depth?,Form,Motion,Convergence,None of the above,3,"The perception of depth is known as a binocular cue. Depth is perceived by two things: retinal disparity and convergence. Retinal disparity is due to the eyes being about 2.5 inches apart, which allows us to have slightly different views on the objects in the world. Convergence is based on how much the eyes are turned, which also gives us an idea of depth. For example, if we are looking at an object that is far away, our muscles in our eyes are relaxed. If we are looking at things that are close to us, then our eyes contract. ",No,Sensation/Perception,,A2315
Behavioral Science,Which of the following is able to give humans the perception of depth?,Convergence,Retinal disparity,Motion,Both A and B,4,"The perception of depth is known as a binocular cue. Depth is perceived by two things: retinal disparity and convergence. Retinal disparity is due to the eyes being about 2.5 inches apart, which allows us to have slightly different views on the objects in the world. Convergence is based on how much the eyes are turned, which also gives us an idea of depth. For example, if we are looking at an object that is far away, our muscles in our eyes are relaxed. If we are looking at things that are close to us, then our eyes contract. ",No,Sensation/Perception,,A2316
Behavioral Science,Mr. Kasten is looking at something and the muscles of his eyes are relaxed. What type of image is he looking at?,One that is right in front of his eyes,One that is far away,One that is colorful,None of the above,2,"The perception of depth is known as a binocular cue. Depth is perceived by two things: retinal disparity and convergence. Retinal disparity is due to the eyes being about 2.5 inches apart, which allows us to have slightly different views on the objects in the world. Convergence is based on how much the eyes are turned, which also gives us an idea of depth. For example, if we are looking at an object that is far away, our muscles in our eyes are relaxed. If we are looking at things that are close to us, then our eyes contract. ",No,Sensation/Perception,,A2317
Behavioral Science,Wilfred is looking at something and the muscles of his eyes are contracted. What type of image is he looking at?,One that is right in front of his eyes,One that is far away,One that is colorful,None of the above,1,"The perception of depth is known as a binocular cue. Depth is perceived by two things: retinal disparity and convergence. Retinal disparity is due to the eyes being about 2.5 inches apart, which allows us to have slightly different views on the objects in the world. Convergence is based on how much the eyes are turned, which also gives us an idea of depth. For example, if we are looking at an object that is far away, our muscles in our eyes are relaxed. If we are looking at things that are close to us, then our eyes contract. ",No,Sensation/Perception,,A2318
Behavioral Science,Which of the following is considered a monocular cue?,Relative size,Interposition,Relative height,All of the above,4,"There are visual cues in which humans do not require the use of both eyes and only one. These are known as the monocular cues (relative size, interposition, relative height, shading, motion parallax, constancy cues). Relative size is that, the closer an object is, the larger it is perceived to be. Interposition is when one object is in front of another and that the object in the front is closer. Relative height is when things that are higher are perceived to be further away than those that are lower. Shading is used when there are light and shadows that allow the person to detect the depth behinds certain things. Motion parallax gives the relative motion of certain objects and things that are further away appear to be slower rather than things that are closer. Constancy is that our perception of a particular object is not altered even if the image is different that the retina sees and this can be divided into size constancy, shape constancy, and color constancy. Size constancy is that because something is closer, it appears larger but we still think it is the same size. Shape constancy is when there is a changing shape but we still perceive it as the same shape (opening a window- it is still a rectangle despite its shape being altered). Color constancy is when, despite the changes in lighting that can occur, we understand the object is still the same color it was before those changes (shining a light on something to make it appear brighter).",No,Sensation/Perception,,A2319
Behavioral Science,Which of the following is considered a monocular cue?,Shading,Contour,Constancy,All of the above,4,"There are visual cues in which humans do not require the use of both eyes and only one. These are known as the monocular cues (relative size, interposition, relative height, shading, motion parallax, constancy cues). Relative size is that, the closer an object is, the larger it is perceived to be. Interposition is when one object is in front of another and that the object in the front is closer. Relative height is when things that are higher are perceived to be further away than those that are lower. Shading is used when there are light and shadows that allow the person to detect the depth behinds certain things. Motion parallax gives the relative motion of certain objects and things that are further away appear to be slower rather than things that are closer. Constancy is that our perception of a particular object is not altered even if the image is different that the retina sees and this can be divided into size constancy, shape constancy, and color constancy. Size constancy is that because something is closer, it appears larger but we still think it is the same size. Shape constancy is when there is a changing shape but we still perceive it as the same shape (opening a window- it is still a rectangle despite its shape being altered). Color constancy is when, despite the changes in lighting that can occur, we understand the object is still the same color it was before those changes (shining a light on something to make it appear brighter).",No,Sensation/Perception,,A2320
Behavioral Science,Which of the following is considered a monocular cue?,Motion parallax,Size Constancy,Shape Constancy,All of the above,4,"There are visual cues in which humans do not require the use of both eyes and only one. These are known as the monocular cues (relative size, interposition, relative height, shading, motion parallax, constancy cues). Relative size is that, the closer an object is, the larger it is perceived to be. Interposition is when one object is in front of another and that the object in the front is closer. Relative height is when things that are higher are perceived to be further away than those that are lower. Shading is used when there are light and shadows that allow the person to detect the depth behinds certain things. Motion parallax gives the relative motion of certain objects and things that are further away appear to be slower rather than things that are closer. Constancy is that our perception of a particular object is not altered even if the image is different that the retina sees and this can be divided into size constancy, shape constancy, and color constancy. Size constancy is that because something is closer, it appears larger but we still think it is the same size. Shape constancy is when there is a changing shape but we still perceive it as the same shape (opening a window- it is still a rectangle despite its shape being altered). Color constancy is when, despite the changes in lighting that can occur, we understand the object is still the same color it was before those changes (shining a light on something to make it appear brighter).",No,Sensation/Perception,,A2321
Behavioral Science,Benjamin is looking at two cups. The one that is closer to him appears to be larger. Which of the following monocular cues is he using?,Relative size,Interposition,Relative height,Shading,1,"There are visual cues in which humans do not require the use of both eyes and only one. These are known as the monocular cues (relative size, interposition, relative height, shading, motion parallax, constancy cues). Relative size is that, the closer an object is, the larger it is perceived to be. Interposition is when one object is in front of another and that the object in the front is closer. Relative height is when things that are higher are perceived to be further away than those that are lower. Shading is used when there are light and shadows that allow the person to detect the depth behinds certain things. Motion parallax gives the relative motion of certain objects and things that are further away appear to be slower rather than things that are closer. Constancy is that our perception of a particular object is not altered even if the image is different that the retina sees and this can be divided into size constancy, shape constancy, and color constancy. Size constancy is that because something is closer, it appears larger but we still think it is the same size. Shape constancy is when there is a changing shape but we still perceive it as the same shape (opening a window- it is still a rectangle despite its shape being altered). Color constancy is when, despite the changes in lighting that can occur, we understand the object is still the same color it was before those changes (shining a light on something to make it appear brighter).",No,Sensation/Perception,,A2322
Behavioral Science,"The Ebbinghaus Illusion is where there is one small dot in the center and large dots surrounding it, giving it a perception that one object is in front of the other. What is this called?",Relative size,Interposition,Relative height,Shading,2,"There are visual cues in which humans do not require the use of both eyes and only one. These are known as the monocular cues (relative size, interposition, relative height, shading, motion parallax, constancy cues). Relative size is that, the closer an object is, the larger it is perceived to be. Interposition is when one object is in front of another and that the object in the front is closer. Relative height is when things that are higher are perceived to be further away than those that are lower. Shading is used when there are light and shadows that allow the person to detect the depth behinds certain things. Motion parallax gives the relative motion of certain objects and things that are further away appear to be slower rather than things that are closer. Constancy is that our perception of a particular object is not altered even if the image is different that the retina sees and this can be divided into size constancy, shape constancy, and color constancy. Size constancy is that because something is closer, it appears larger but we still think it is the same size. Shape constancy is when there is a changing shape but we still perceive it as the same shape (opening a window- it is still a rectangle despite its shape being altered). Color constancy is when, despite the changes in lighting that can occur, we understand the object is still the same color it was before those changes (shining a light on something to make it appear brighter).",No,Sensation/Perception,,A2323
Behavioral Science,Katelyn is looking at an object and perceives that something that is higher is actually farther away than something which is lower (even though there is no actual difference). Which of the following describes this?,Relative size,Interposition,Relative height,Shading,3,"There are visual cues in which humans do not require the use of both eyes and only one. These are known as the monocular cues (relative size, interposition, relative height, shading, motion parallax, constancy cues). Relative size is that, the closer an object is, the larger it is perceived to be. Interposition is when one object is in front of another and that the object in the front is closer. Relative height is when things that are higher are perceived to be further away than those that are lower. Shading is used when there are light and shadows that allow the person to detect the depth behinds certain things. Motion parallax gives the relative motion of certain objects and things that are further away appear to be slower rather than things that are closer. Constancy is that our perception of a particular object is not altered even if the image is different that the retina sees and this can be divided into size constancy, shape constancy, and color constancy. Size constancy is that because something is closer, it appears larger but we still think it is the same size. Shape constancy is when there is a changing shape but we still perceive it as the same shape (opening a window- it is still a rectangle despite its shape being altered). Color constancy is when, despite the changes in lighting that can occur, we understand the object is still the same color it was before those changes (shining a light on something to make it appear brighter).",No,Sensation/Perception,,A2324
Behavioral Science,Amanda is looking at an object and uses the light and shadows to perceive the contour behind it. This can be used to detect differences in hills and/or mountains and their heights. Which of the following describes this?,Relative size,Interposition,Relative height,Shading,4,"There are visual cues in which humans do not require the use of both eyes and only one. These are known as the monocular cues (relative size, interposition, relative height, shading, motion parallax, constancy cues). Relative size is that, the closer an object is, the larger it is perceived to be. Interposition is when one object is in front of another and that the object in the front is closer. Relative height is when things that are higher are perceived to be further away than those that are lower. Shading is used when there are light and shadows that allow the person to detect the depth behinds certain things. Motion parallax gives the relative motion of certain objects and things that are further away appear to be slower rather than things that are closer. Constancy is that our perception of a particular object is not altered even if the image is different that the retina sees and this can be divided into size constancy, shape constancy, and color constancy. Size constancy is that because something is closer, it appears larger but we still think it is the same size. Shape constancy is when there is a changing shape but we still perceive it as the same shape (opening a window- it is still a rectangle despite its shape being altered). Color constancy is when, despite the changes in lighting that can occur, we understand the object is still the same color it was before those changes (shining a light on something to make it appear brighter).",No,Sensation/Perception,,A2325
Behavioral Science,"Richard is looking at a distant car moving toward him. It appears slow at first but then, as it gets closer, it appears to speed up. Which of the following describes what is happening?",Relative size,Constancy,Motion parallax,Shading,3,"There are visual cues in which humans do not require the use of both eyes and only one. These are known as the monocular cues (relative size, interposition, relative height, shading, motion parallax, constancy cues). Relative size is that, the closer an object is, the larger it is perceived to be. Interposition is when one object is in front of another and that the object in the front is closer. Relative height is when things that are higher are perceived to be further away than those that are lower. Shading is used when there are light and shadows that allow the person to detect the depth behinds certain things. Motion parallax gives the relative motion of certain objects and things that are further away appear to be slower rather than things that are closer. Constancy is that our perception of a particular object is not altered even if the image is different that the retina sees and this can be divided into size constancy, shape constancy, and color constancy. Size constancy is that because something is closer, it appears larger but we still think it is the same size. Shape constancy is when there is a changing shape but we still perceive it as the same shape (opening a window- it is still a rectangle despite its shape being altered). Color constancy is when, despite the changes in lighting that can occur, we understand the object is still the same color it was before those changes (shining a light on something to make it appear brighter).",No,Sensation/Perception,,A2326
Behavioral Science,"Brian is looking at two identical twins standing in front of him. However, they are separated by 15 feet with one twin standing closer to Brian and the other standing 15 feet behind the other twin (both down Brian's central path of vision). The first twin appears larger because he is closer, but Brian still thinks it is the same size. What describes this?",Relative size,Size Constancy,Shape Constancy,Color Constancy,2,"There are visual cues in which humans do not require the use of both eyes and only one. These are known as the monocular cues (relative size, interposition, relative height, shading, motion parallax, constancy cues). Relative size is that, the closer an object is, the larger it is perceived to be. Interposition is when one object is in front of another and that the object in the front is closer. Relative height is when things that are higher are perceived to be further away than those that are lower. Shading is used when there are light and shadows that allow the person to detect the depth behinds certain things. Motion parallax gives the relative motion of certain objects and things that are further away appear to be slower rather than things that are closer. Constancy is that our perception of a particular object is not altered even if the image is different that the retina sees and this can be divided into size constancy, shape constancy, and color constancy. Size constancy is that because something is closer, it appears larger but we still think it is the same size. Shape constancy is when there is a changing shape but we still perceive it as the same shape (opening a window- it is still a rectangle despite its shape being altered). Color constancy is when, despite the changes in lighting that can occur, we understand the object is still the same color it was before those changes (shining a light on something to make it appear brighter).",No,Sensation/Perception,,A2327
Behavioral Science,Shelby opens her window and doesn't notice the shape change that takes place. She still believes that the window is a rectangle despite it being ajar. What describes this phenomenon?,Relative size,Size Constancy,Shape Constancy,Color Constancy,3,"There are visual cues in which humans do not require the use of both eyes and only one. These are known as the monocular cues (relative size, interposition, relative height, shading, motion parallax, constancy cues). Relative size is that, the closer an object is, the larger it is perceived to be. Interposition is when one object is in front of another and that the object in the front is closer. Relative height is when things that are higher are perceived to be further away than those that are lower. Shading is used when there are light and shadows that allow the person to detect the depth behinds certain things. Motion parallax gives the relative motion of certain objects and things that are further away appear to be slower rather than things that are closer. Constancy is that our perception of a particular object is not altered even if the image is different that the retina sees and this can be divided into size constancy, shape constancy, and color constancy. Size constancy is that because something is closer, it appears larger but we still think it is the same size. Shape constancy is when there is a changing shape but we still perceive it as the same shape (opening a window- it is still a rectangle despite its shape being altered). Color constancy is when, despite the changes in lighting that can occur, we understand the object is still the same color it was before those changes (shining a light on something to make it appear brighter).",No,Sensation/Perception,,A2328
Behavioral Science,"Jarod takes a red and yellow cube and shines a green light on it, making it appear to have different colors. Despite this, he knows that the cube is still red and yellow. Which of the following describes this phenomenon?",Relative size,Size Constancy,Shape Constancy,Color Constancy,4,"There are visual cues in which humans do not require the use of both eyes and only one. These are known as the monocular cues (relative size, interposition, relative height, shading, motion parallax, constancy cues). Relative size is that, the closer an object is, the larger it is perceived to be. Interposition is when one object is in front of another and that the object in the front is closer. Relative height is when things that are higher are perceived to be further away than those that are lower. Shading is used when there are light and shadows that allow the person to detect the depth behinds certain things. Motion parallax gives the relative motion of certain objects and things that are further away appear to be slower rather than things that are closer. Constancy is that our perception of a particular object is not altered even if the image is different that the retina sees and this can be divided into size constancy, shape constancy, and color constancy. Size constancy is that because something is closer, it appears larger but we still think it is the same size. Shape constancy is when there is a changing shape but we still perceive it as the same shape (opening a window- it is still a rectangle despite its shape being altered). Color constancy is when, despite the changes in lighting that can occur, we understand the object is still the same color it was before those changes (shining a light on something to make it appear brighter).",No,Sensation/Perception,,A2329
Behavioral Science,Which of the following is responsible for helping dampen the vibrations in the inner ear to help protect the ear drum from loud noises?,Outer ear muscles,Ossicles,Inner ear muscle,Middle ear muscle,3,"Hearing adaptation is involved in dampening the vibrations to help protect the tympanic membrane. The inner ear muscle is involved in a contraction process that dampens the vibrations that occur in the inner ear, thus protecting the TM. However, because it takes muscles to contract, it is a slower process. For example, your inner ear muscle could protect you from listening to loud music for an extended period of time but, due to the speed and intensity behind a gunshot, you will likely end up with tinnitus (ringing ears).",No,Sensation/Perception,,A2330
Behavioral Science,Hearing adapation takes time to occur. Which of the following would hearing adaptation NOT protect your eardrum from?,Being at a loud rock concert,Listening to music loudly in your ears,A gunshot,None of the above,3,"Hearing adaptation is involved in dampening the vibrations to help protect the tympanic membrane. The inner ear muscle is involved in a contraction process that dampens the vibrations that occur in the inner ear, thus protecting the TM. However, because it takes muscles to contract, it is a slower process. For example, your inner ear muscle could protect you from listening to loud music for an extended period of time but, due to the speed and intensity behind a gunshot, you will likely end up with tinnitus (ringing ears).",No,Sensation/Perception,,A2331
